STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT09
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/6/16,9.62,,0,0,0,57,64,47,320,320,21,29.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/6/16,8.72,,0,0,0,52,64,43,320,330,19.9,30,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/6/16,5.37,,0,0,0,55,72,41,100,120,15,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/6/16,7.61,,0.16,0,0,58,72,40,290,260,19.9,29.1,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/6/16,11.63,,0.08,0,0,73,90,58,330,250,25.9,35.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/6/16,10.51,,0,0,0,62,72,48,330,320,23,33.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/6/16,2.91,,0,0,0,56,70,42,50,220,10.1,17,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",14/6/16,4.92,,0,0,0,59,71,44,110,100,15,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",15/6/16,5.82,,0.4,0,0,57,60,52,120,120,15,19,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",16/6/16,8.28,,0,0,0,64,82,56,70,80,17,27.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",17/6/16,3.36,,0,0,0,72,88,54,110,110,13,16.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",18/6/16,3.8,,0,0,0,72,91,53,20,220,12.1,16.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",19/6/16,6.71,,0,0,0,76,91,60,210,220,17,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",20/6/16,11.63,,0,0,0,80,89,56,310,250,23,35.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",21/6/16,5.37,,0,0,0,65,79,48,320,320,17,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",22/6/16,5.82,,0,0,0,62,74,45,340,340,15,21,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",23/6/16,3.36,,0,0,0,60,79,44,120,110,10.1,14.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",24/6/16,4.03,,0,0,0,65,82,47,110,90,15,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",25/6/16,6.93,,0,0,0,70,91,49,180,160,19.9,25.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",26/6/16,8.28,,0.08,0,0,76,86,68,240,260,15,21.9,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",27/6/16,8.05,,0,0,0,73,80,55,320,350,18.1,25.1,1,,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",28/6/16,9.84,,0,0,0,62,73,54,340,350,18.1,27.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",29/6/16,4.92,,0,0,0,63,81,46,90,350,14.1,18.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",30/6/16,4.25,,0.1,0,0,64,85,41,260,230,14.1,18.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",1/7/16,9.62,,0.58,0,0,64,70,54,330,320,25.1,32,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",2/7/16,7.38,,0,0,0,65,80,52,320,310,21,27.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",3/7/16,4.25,,0,0,0,66,83,47,90,100,15,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",4/7/16,6.26,,0,0,0,69,85,52,130,130,19.9,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",5/7/16,4.03,,0,0,0,71,86,56,240,250,14.1,18.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",6/7/16,4.25,,0.31,0,0,73,86,61,350,350,21.9,25.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/7/16,4.92,,0.01,0,0,72,84,64,70,70,12.1,17,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/7/16,4.92,,0.53,0,0,68,79,60,180,190,23,31.1,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/7/16,10.07,,0,0,0,68,80,61,340,340,21,27.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/7/16,4.47,,0,0,0,69,81,56,130,110,13,17,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/7/16,5.82,,0,0,0,71,82,63,170,200,14.1,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/7/16,10.74,,0.03,0,0,78,92,65,170,200,25.9,32,,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/7/16,10.51,,0,0,0,79,94,69,170,200,21.9,29.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",14/7/16,9.84,,0.05,0,0,79,83,64,240,250,21,29.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",15/7/16,5.82,,0.01,0,0,64,65,49,330,340,16.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",16/7/16,5.37,,0,0,0,60,75,47,100,90,14.1,17,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",17/7/16,5.82,,0.15,0,0,62,76,49,190,180,16.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",18/7/16,8.5,,0,0,0,71,79,59,280,280,17,25.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",19/7/16,5.37,,0,0,0,66,78,52,120,360,14.1,19.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",20/7/16,6.04,,0,0,0,68,88,50,110,130,16.1,19.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",21/7/16,8.5,,0.32,0,0,77,86,66,240,240,21.9,32,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",22/7/16,6.04,,0,0,0,81,93,65,330,180,17,23,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",23/7/16,4.47,,0,0,0,77,92,59,10,10,16.1,21,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",24/7/16,7.38,,0,0,0,75,87,64,180,180,21.9,28,,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",25/7/16,7.61,,0,0,0,79,87,63,290,320,18.1,28,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",26/7/16,5.14,,0,0,0,74,92,56,80,90,14.1,17,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",27/7/16,4.47,,0.48,0,0,75,91,65,160,340,18.1,21.9,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",28/7/16,4.47,,0.02,0,0,70,80,61,60,40,10.1,14.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",29/7/16,5.59,,0,0,0,69,77,56,100,60,13,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",30/7/16,5.59,,0,0,0,66,78,52,70,70,17,23,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",31/7/16,3.8,,0.05,0,0,69,81,57,140,140,14.1,17,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",1/8/16,3.58,,0,0,0,69,81,57,150,100,14.1,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",2/8/16,4.92,,0,0,0,71,86,54,130,130,15,19.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",3/8/16,4.7,,0,0,0,78,91,62,110,110,14.1,18.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",4/8/16,7.38,,0,0,0,80,95,65,180,180,19.9,23.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",5/8/16,8.5,,0,0,0,81,89,64,310,320,17,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",6/8/16,8.05,,0,0,0,72,86,60,320,300,17,23,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/8/16,6.93,,0,0,0,70,83,54,360,10,16.1,21.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/8/16,4.47,,0,0,0,66,84,48,100,110,16.1,19.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/8/16,6.26,,0,0,0,69,90,49,180,180,19.9,25.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/8/16,5.59,,0,0,0,78,97,60,20,20,18.1,21,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/8/16,5.82,,0,0,0,79,93,63,240,240,17,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/8/16,7.83,,0.01,0,0,75,79,67,290,240,14.1,21,1,,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/8/16,6.71,,0.58,0,0,68,72,67,50,50,15,18.1,1,,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",14/8/16,4.92,,0,0,0,70,83,61,80,310,13,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",15/8/16,3.36,,0,0,0,71,84,60,150,130,14.1,17,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",16/8/16,5.82,,0.13,0,0,74,83,65,130,150,16.1,21.9,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",17/8/16,3.36,,0.13,0,0,69,78,61,100,290,8.9,13,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",18/8/16,3.58,,0.01,0,0,72,87,59,120,350,15,23.9,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",19/8/16,4.92,,0.07,0,0,74,86,61,190,250,17,28,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",20/8/16,8.28,,0.07,0,0,72,82,63,180,180,21.9,29.1,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",21/8/16,9.62,,0,0,0,68,72,54,320,300,21,31.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",22/8/16,5.82,,0,0,0,62,77,48,120,180,13,21,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",23/8/16,7.38,,0,0,0,72,87,59,210,220,16.1,23,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",24/8/16,8.28,,0.13,0,0,71,82,56,180,170,19.9,25.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",25/8/16,5.14,,0,0,0,76,86,64,270,260,12.1,17,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",26/8/16,4.47,,0,0,0,70,82,60,110,270,14.1,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",27/8/16,3.8,,0.08,0,0,65,71,56,120,180,10.1,14.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",28/8/16,5.37,,0,0,0,72,83,60,340,270,14.1,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",29/8/16,3.8,,0,0,0,66,79,49,130,140,15,18.1,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",30/8/16,5.37,,0.71,0,0,71,87,59,330,330,18.1,25.9,1,,1,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",31/8/16,8.05,,0,0,0,67,77,55,350,320,19.9,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",1/9/16,7.61,,0,0,0,64,72,51,360,360,19.9,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",2/9/16,3.36,,0,0,0,61,73,45,130,30,13,16.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",3/9/16,4.25,,0,0,0,59,74,44,140,150,14.1,17,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",4/9/16,5.82,,0,0,0,62,82,43,160,170,16.1,19.9,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",5/9/16,6.71,,0,0,0,69,86,50,200,180,17,25.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",6/9/16,4.25,,0.27,0,0,76,92,66,160,170,18.1,21,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/9/16,4.25,,0.98,0,0,74,85,70,100,110,15,19.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/9/16,7.16,,0.14,0,0,74,81,66,360,260,16.1,21.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/9/16,5.37,,0,0,0,68,78,53,110,90,13,17,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/9/16,6.71,,0.13,0,0,66,74,57,280,270,25.1,42.1,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/9/16,5.14,,0,0,0,61,74,51,230,220,16.1,19.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/9/16,8.5,,0,0,0,65,79,52,190,200,18.1,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/9/16,7.16,,0.11,0,0,64,76,53,320,280,15,19.9,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",14/9/16,4.92,,0,0,0,62,69,46,30,60,15,18.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",15/9/16,3.58,,0,0,0,56,71,44,150,130,15,19,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",16/9/16,8.5,,0,0,0,59,75,44,140,150,19.9,25.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",17/9/16,4.92,,0.1,0,0,70,81,61,220,230,16.1,23,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",18/9/16,3.8,,0,0,0,67,75,53,280,220,13,16.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",19/9/16,5.82,,0.04,0,0,65,85,50,230,230,18.1,25.1,1,1,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",20/9/16,5.37,,0,0,0,68,80,57,270,270,16.1,21.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",21/9/16,2.46,,0,0,0,65,77,53,190,200,8.9,13,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",22/9/16,3.58,,0.29,0,0,65,72,59,40,40,13,16.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",23/9/16,6.93,,0,0,0,62,65,44,50,50,16.1,19.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",24/9/16,3.36,,0,0,0,52,65,39,130,60,12.1,16.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",25/9/16,7.61,,0,0,0,54,71,39,150,160,18.1,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",26/9/16,9.17,,0.75,0,0,60,64,53,160,230,19.9,28,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",27/9/16,7.38,,0.02,0,0,55,62,50,210,220,21,27.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",28/9/16,6.93,,0,0,0,57,69,48,50,40,19.9,25.9,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",29/9/16,12.08,,0,0,0,61,65,57,50,50,21,31.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",30/9/16,12.3,,0,0,0,62,65,59,60,60,21,29.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",1/10/16,6.49,,0.7,0,0,60,61,57,80,70,13,18.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",2/10/16,4.92,,0.05,0,0,60,67,56,350,350,12.1,14.1,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",3/10/16,4.92,,0.02,0,0,59,66,54,100,130,12.1,14.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",4/10/16,6.26,,0,0,0,59,70,49,130,170,17,23,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",5/10/16,8.28,,0.36,0,0,63,74,56,110,160,17,21.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",6/10/16,4.03,,0.08,0,0,62,70,50,130,130,13,16.1,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/10/16,10.51,,0.35,0,0,68,80,53,200,260,21,29.1,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/10/16,7.83,,0,0,0,51,54,41,270,260,19.9,29.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/10/16,5.59,,0,0,0,46,54,32,10,10,16.1,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/10/16,5.37,,0,0,0,44,63,30,180,170,15,19,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/10/16,6.49,,0,0,0,52,70,39,180,180,17,21.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/10/16,10.07,,0.25,0,0,60,75,46,320,340,25.1,34,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/10/16,4.47,,0.01,0,0,47,52,39,290,310,14.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",14/10/16,6.04,,0,0,0,47,59,36,140,140,14.1,16.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",15/10/16,10.29,,0,0,0,54,66,40,210,200,21.9,29.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",16/10/16,3.8,,0.15,0,0,65,73,41,230,220,13,18.1,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",17/10/16,9.17,,0.12,0,0,58,71,40,170,140,25.1,32,1,1,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",18/10/16,8.72,,0,0,0,68,75,49,320,210,21.9,29.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",19/10/16,3.8,,0,0,0,56,69,40,290,280,13,21,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",20/10/16,7.38,,0,0,0,49,55,41,330,330,16.1,21.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",21/10/16,8.28,,0.03,0,0,46,49,40,330,10,19.9,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",22/10/16,7.61,,0,0,0,42,51,37,330,320,18.1,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",23/10/16,5.59,,0.01,0,0,45,58,36,340,340,18.1,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",24/10/16,9.62,,0.01,0,0,46,50,40,340,350,23.9,30,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",25/10/16,6.26,,0,0,0,42,47,27,340,340,17,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",26/10/16,8.95,,0.06,0,0,36,43,27,80,100,17,21.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",27/10/16,7.16,,0.34,0,0,40,42,27,80,80,17,23,1,,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",28/10/16,9.62,,0,0,0,37,56,26,180,170,19.9,27.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",29/10/16,6.93,,0,0,0,56,62,48,320,280,15,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",30/10/16,6.71,,0,0,0,47,51,35,360,340,16.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",31/10/16,8.72,,0,0,0,40,53,29,160,160,21.9,30,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",1/11/16,8.95,,0,0,0,55,71,45,170,190,23.9,31.1,,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",2/11/16,1.12,,0.01,0,0,47,54,35,10,10,6.9,6.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",3/11/16,5.37,,0.01,0,0,47,57,41,350,360,18.1,23,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",4/11/16,6.71,,0,0,0,45,57,34,270,270,15,19.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",5/11/16,4.92,,0,0,0,54,69,35,320,320,14.1,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",6/11/16,3.36,,0,0,0,46,67,30,200,190,10.1,13,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/11/16,6.04,,0,0,0,51,68,35,190,190,15,19,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/11/16,9.17,,0.05,0,0,51,55,40,350,340,25.1,33.1,1,,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/11/16,6.93,,0,0,0,44,51,32,360,340,18.1,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/11/16,11.41,,0,0,0,51,71,41,260,260,21.9,34,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/11/16,12.75,,0,0,0,45,51,33,340,350,29.1,38.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/11/16,9.4,,0,0,0,38,53,28,240,240,21,30,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/11/16,9.17,,0,0,0,46,65,26,230,220,17,25.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",14/11/16,4.7,,0,0,0,50,59,34,120,250,10.1,16.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",15/11/16,1.12,,0,0,0,44,53,36,270,310,6.9,8.9,1,1,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",16/11/16,4.25,,0.05,0,0,47,56,29,330,290,15,19,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",17/11/16,8.95,,0,0,0,42,61,28,160,160,21.9,28,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",18/11/16,9.17,,0,0,0,55,68,43,180,200,21.9,29.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",19/11/16,14.54,,0.11,1.4,0,46,61,26,330,340,25.9,36.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",20/11/16,16.55,,0.01,0.1,1.2,28,30,22,330,330,29.1,40,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",21/11/16,13.87,,0,0,0,27,33,23,330,320,30,36.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",22/11/16,6.71,,0,0,0,29,35,19,340,340,18.1,23.9,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",23/11/16,6.93,,0.56,0.3,0,27,39,17,110,140,15,21.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",24/11/16,3.58,,0.36,0,0,37,39,36,120,120,14.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",25/11/16,3.36,,0.08,0,0,37,40,34,320,320,8.1,11,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",26/11/16,5.37,,0.03,0,0,36,42,32,270,250,14.1,19,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",27/11/16,4.25,,0,0,0,35,45,26,220,170,13,15,1,1,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",28/11/16,13.42,,0.17,0,0,41,49,32,140,150,25.9,38,1,,,,,1,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",29/11/16,12.97,,0.27,0,0,49,57,42,150,160,29.1,40,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",30/11/16,5.37,,0.13,0,0,47,54,39,170,170,14.1,19.9,1,,1,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",1/12/16,9.4,,0.04,0,0,40,44,36,260,280,18.1,28,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",2/12/16,9.17,,0.03,0,0,36,39,34,290,300,15,23.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",3/12/16,4.03,,0,0,0,38,41,34,350,270,10.1,14.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",4/12/16,3.8,,0.29,4,0,36,40,32,170,170,16.1,19.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",5/12/16,4.92,,0.04,0.2,3.1,35,41,29,270,270,14.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",6/12/16,7.16,,0,0,1.2,34,42,25,150,130,21.9,28,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",7/12/16,12.75,,0,0,0,33,36,29,240,240,21.9,35.1,,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",8/12/16,10.96,,0.03,1.4,0,29,32,25,310,300,19.9,31.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",9/12/16,4.47,,0.01,0.1,2,23,27,18,330,,12.1,,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",10/12/16,5.82,,0.01,0.3,1.2,22,24,15,270,240,14.1,19.9,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",11/12/16,3.13,,0.1,1.9,1.2,19,26,15,150,150,8.1,10.1,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",12/12/16,5.37,,0.06,1,3.1,27,32,23,230,300,14.1,21,1,,,,,,
USW00094849,"ALPENA CO REGIONAL AIRPORT, MI US",13/12/16,10.07,,0,0,3.1,25,28,11,260,270,18.1,25.9,,,,,,,
